date,daily_return,fund
2023-02-23,0.00021563729193353558,combined_min_variance
2023-02-24,-0.006300309795408746,combined_min_variance
2023-02-27,-0.00022199150754858676,combined_min_variance
2023-02-28,-0.0073989464400144615,combined_min_variance
2023-03-01,-0.0029938803494651877,combined_min_variance
2023-03-02,0.008610594549139147,combined_min_variance
2023-03-03,0.01100158644729821,combined_min_variance
2023-03-06,0.0015826269320221725,combined_min_variance
2023-03-07,-0.01641874294476689,combined_min_variance
2023-03-08,-0.0010645005414381317,combined_min_variance
2023-03-09,-0.014808251491263321,combined_min_variance
2023-03-10,-0.009935740202626107,combined_min_variance
2023-03-13,0.002159435126227207,combined_min_variance
2023-03-14,0.010135038800281961,combined_min_variance
2023-03-15,-0.002775553504464499,combined_min_variance
2023-03-16,0.005677583394288572,combined_min_variance
2023-03-17,-0.012627620168118291,combined_min_variance
2023-03-20,0.012581669270138684,combined_min_variance
2023-03-21,0.002525045293352169,combined_min_variance
2023-03-22,-0.018293928015563125,combined_min_variance
2023-03-23,-0.0005365217733002711,combined_min_variance
2023-03-24,0.013257818315675789,combined_min_variance
2023-03-27,0.004829985526124354,combined_min_variance
2023-03-28,0.0018530940382546495,combined_min_variance
